Site,Link,Name,Author,Publisher,Year,Language
grenka.ua,https://grenka.ua/314441/nozh,Нож,Ю Несбё,Азбука,,Russian
grenka.ua,https://grenka.ua/313963/shkola-dobra-i-zla-superkomplekt-z-3-knig,Школа добра і зла (суперкомплект з 3 книг),Зоман Чейнані,Ранок,2018,Ukrainian
grenka.ua,https://grenka.ua/313941/peklo,Пекло,Джеймс Роллинс,Форс,2019,Russian
grenka.ua,https://grenka.ua/313789/perekhodimo-u-10-klas-superkomplekt-z-10-knig-shkilnoyi-programi-dlya-litnogo-chitannya,Переходимо у 10 клас (суперкомплект з 10 книг шкільної програми для літнього читання),"Александр Пушкин, Бернард Шоу, Іван Котляревський, Николай Гоголь, Григорій Квітка-Основ'яненко, Шолом-Алейхем, Пантелеймон Куліш, Оноре де Бальзак, Генрік Ібсен, Рей Бредбері",,"2019, 2018, 2017, 2013, 2008",Russian
grenka.ua,https://grenka.ua/313789/perekhodimo-u-10-klas-superkomplekt-z-10-knig-shkilnoyi-programi-dlya-litnogo-chitannya,Переходимо у 10 клас (суперкомплект з 10 книг шкільної програми для літнього читання),"Александр Пушкин, Бернард Шоу, Іван Котляревський, Николай Гоголь, Григорій Квітка-Основ'яненко, Шолом-Алейхем, Пантелеймон Куліш, Оноре де Бальзак, Генрік Ібсен, Рей Бредбері",,"2019, 2018, 2017, 2013, 2008",Ukrainian
grenka.ua,https://grenka.ua/313785/perekhodimo-u-9-klas-superkomplekt-z-8-knig-shkilnoyi-programi-dlya-litnogo-chitannya,Переходимо у 9 клас (суперкомплект з 8 книг шкільної програми для літнього читання),"Гомер, Вільям Шекспір, Георгій Коваленко, Юрій Винничук, Марон Вергілій, Іван Карпенко-Карий, Михайло Коцюбинський, Антуан де Сент-Екзюпері",,"2018, 2017, 2016, 2013",Ukrainian
grenka.ua,https://grenka.ua/313781/perekhodimo-u-8-klas-superkomplekt-z-8-knig-shkilnoyi-programi-dlya-litnogo-chitannya,Переходимо у 8 клас (суперкомплект з 8 книг шкільної програми для літнього читання),"Іван Франко, Олександр Гаврош, Діана Джонс, Артур Конан Дойл, О. Генрі, Вальтер Скотт, Герберт Веллс",,"2019, 2016, 2013, 2010, 2007, 2006",Ukrainian
grenka.ua,https://grenka.ua/313777/perekhodimo-u-7-klas-superkomplekt-z-8-knig-shkilnoyi-programi-dlya-litnogo-chitannya,Переходимо у 7 клас (суперкомплект з 8 книг шкільної програми для літнього читання),"Володимир Рутківський, Микола Гоголь, Всеволод Нестайко, Жюль Верн, Міхаель Енде, Чарльз Діккенс, Астрід Ліндгрен",,"2019, 2016, 2013, 2010, 2007, 2006",Ukrainian
grenka.ua,https://grenka.ua/313769/perekhodimo-u-3-klas-superkomplekt-z-5-knig-shkilnoyi-programi-dlya-litnogo-chitannya,Переходимо у 3 клас (суперкомплект з 5 книг шкільної програми для літнього читання),"Группа авторов, Олена Пчілка, Оксана Іваненко, Всеволод Нестайко, Пауль Маар",,"2017, 2016, 2013, 2006",Ukrainian
grenka.ua,https://grenka.ua/313765/autsajder,Аутсайдер,Стивен Кинг,"Книжный клуб ""Клуб семейного досуга""",2019,Ukrainian
grenka.ua,https://grenka.ua/313643/blagie-znameniya,Благие знамения,"Терри Пратчетт, Нил Гейман",ЭКСМО,,Russian
grenka.ua,https://grenka.ua/313613/feyi-lyublyu-tsej-multik,Феї. Люблю цей мультик,Колектив авторів,Егмонт Україна,2018,Ukrainian
grenka.ua,https://grenka.ua/313481/spogadi-pro-drugu-svitovu-vijnu-u-2-tomakh,Спогади про Другу світову війну. У 2 томах,Уїнстон Черчілль,Видавництво Жупанського,2018,Ukrainian
grenka.ua,https://grenka.ua/313473/chomu-v-ukrayinskomu-mistetstvi-ye-veliki-khudozhnitsi,Чому в українському мистецтві є великі художниці,,,2019,Ukrainian
grenka.ua,https://grenka.ua/313333/kazki-na-nich-dlya-divchat-buntarok-superkomplekt-z-2-knig,Казки на ніч для дівчат-бунтарок (суперкомплект з 2 книг),"Елена Фавіллі, Франческа Кавалло",#книголав,2019,Ukrainian
grenka.ua,https://grenka.ua/312931/vistavlyu-tebe-na-fejsbuk,Виставлю тебе на Фейсбук!,Катаріна Соломун,Рідна Мова,2019,Ukrainian
grenka.ua,https://grenka.ua/312919/priruchenie-10-biologicheskikh-vidov-izmenivshikh-mir,"Приручение. 10 биологических видов, изменивших мир",Элис Робертс,КоЛибри,,Russian
grenka.ua,https://grenka.ua/312907/istoriya-i-tumannoe-budushhee-iskusstva-pisat-ot-ruki,История и туманное будущее искусства писать от руки,Энн Трубек,КоЛибри,,Russian
grenka.ua,https://grenka.ua/312777/dim-v-yakomu-gorit-svitlo,"Дім, де жевріє світло",Ельчін Сафарлі,Форс,2019,Ukrainian
grenka.ua,https://grenka.ua/312775/dom-v-kotorom-gorit-svet,"Дом, в котором горит свет",Эльчин Сафарли,АСТ,,Russian
grenka.ua,https://grenka.ua/312755/zilber-tretya-kniga-snovidin,Зільбер. Третя книга сновидінь,Керстін Гір,Школа,2019,Ukrainian
grenka.ua,https://grenka.ua/312465/zoryanij-metelik,Зоряний метелик,Бернар Вербер,Terra Incognita,2019,Ukrainian
grenka.ua,https://grenka.ua/312343/klub-chervonikh-kediv,"16+, або історія одного вбивства",Анна Іваненко,Гамазин,2019,Ukrainian
grenka.ua,https://grenka.ua/312339/yak-ya-doroslishayu-posibnik-dlya-divchat,Як я дорослішаю. Посібник для дівчат,Аніта Найк,#книголав,2019,Ukrainian
grenka.ua,https://grenka.ua/312299/feliks-net-i-nika-ta-teoretichno-mozhliva-katastrofa,"Фелікс, Нет і Ніка та теоретично можлива катастрофа",Рафал Косік,Асса,2019,Ukrainian
grenka.ua,https://grenka.ua/312261/naodintsi-z-soboyu,Наодинці з собою,Марк Аврелій,Апріорі,2018,Ukrainian
grenka.ua,https://grenka.ua/312239/grafichnij-stil-vid-viktoriantsiv-do-khipsteriv,Графічні стилі: від вікторіанців до хіпстерів,"Стівен Геллер, Сеймур Кваст",ArtHuss,2019,Ukrainian
grenka.ua,https://grenka.ua/312205/zniknennya-stefani-mejler,Зникнення Стефані Мейлер,Жоель Діккер,Видавництво Старого Лева,2019,Ukrainian
grenka.ua,https://grenka.ua/312119/napoleonov-oboz-komplekt-iz-2-knig,Наполеонов обоз (суперкомплект из 2 книг),Дина Рубина,Форс,2019,Russian
grenka.ua,https://grenka.ua/312055/postscript,Postscript,Сесилия Ахерн,Иностранка,,Russian
grenka.ua,https://grenka.ua/312025/ernest-ta-selestina-simeon-zagubivsya,Ернест та Селестина. Сімеон загубився,Габріель Венсан,Nebo BookLab Publishing,2019,Ukrainian
grenka.ua,https://grenka.ua/311999/kayu-katayetsya-na-velosipedi,Каю катається на велосипеді,"Ніколь Надо, Жосалін Саншагрен",Навчальна книга - Богдан,2019,Ukrainian
grenka.ua,https://grenka.ua/311997/kayu-komplekt-z-5-knizhok-najvazhlivishe-dlya-malyukiv,Каю. Комплект з 5 книжок. Найважливіше для малюків,,Навчальна книга - Богдан,2019,Ukrainian
grenka.ua,https://grenka.ua/311993/zironka-lauri,Зіронька Лаури,Клаус Баумгарт,Навчальна книга - Богдан,2019,Ukrainian
grenka.ua,https://grenka.ua/311991/zironka-lauri-ta-nichni-strakhoviska,Зіронька Лаури та нічні страховиська,Клаус Баумгарт,Навчальна книга - Богдан,2019,Ukrainian
grenka.ua,https://grenka.ua/311989/kayu-skhovanka,Каю. Схованка,Маріон Джонсон,Навчальна книга - Богдан,2019,Ukrainian
grenka.ua,https://grenka.ua/311983/kayu-letit-u-litaku,Каю летить у літаку,Роджер Харві,Навчальна книга - Богдан,2019,Ukrainian
grenka.ua,https://grenka.ua/311981/kayu-gulyaye-zi-svoyim-pesikom,Каю гуляє зі своїм песиком,Роджер Харві,Навчальна книга - Богдан,2019,Ukrainian
grenka.ua,https://grenka.ua/311979/kayu-sposterigaye-za-ptashkami,Каю спостерігає за пташками,Аллен Франсін,Навчальна книга - Богдан,2019,Ukrainian
grenka.ua,https://grenka.ua/311977/kayu-vdyagaye-maskaradnij-kostyum-moyi-istoriyi,Каю вдягає маскарадний костюм. Мої історії,Аллен Франсін,Навчальна книга - Богдан,2019,Ukrainian
grenka.ua,https://grenka.ua/311967/dmukhavka-ta-inshi-pukhnasti-virshi,Дмухавка та інші пухнасті вірші,Катерина Міхаліцина,Видавництво Старого Лева,2019,Ukrainian
grenka.ua,https://grenka.ua/311945/kak-ya-pro-ral-bank,Как я про$рал банк,Андрей Онистрат,Монолит,2019,Russian
grenka.ua,https://grenka.ua/311913/36-i-6-kotiv-kompanjoniv,36 і 6 котів-компаньйонів,Галина Вдовиченко,Ранок,2019,Ukrainian
grenka.ua,https://grenka.ua/311893/disney-pershi-slova-anglijskoyu-charivni-slova,Disney. Перші слова англійською. Чарівні слова,,Ранок,2019,Ukrainian
grenka.ua,https://grenka.ua/311893/disney-pershi-slova-anglijskoyu-charivni-slova,Disney. Перші слова англійською. Чарівні слова,,Ранок,2019,English
grenka.ua,https://grenka.ua/311867/super-yizha-na-shhoden,Супер’їжа на щодень,Джеймі Олівер,Видавництво Старого Лева,2019,Ukrainian
grenka.ua,https://grenka.ua/311855/-okololiteraturne,#окололітературне,Тетяна Трофименко,Виват,2019,Ukrainian
grenka.ua,https://grenka.ua/311799/bigmoney-printsipy-pervykh-otkrovenno-o-biznese-i-zhizni-uspeshnykh-predprinimatelej,Big Money: принципы первых. Откровенно о бизнесе и жизни успешных предпринимателей,Евгений Черняк,Форс,,Russian
grenka.ua,https://grenka.ua/311709/yak-buti-klasnim-tatom-istoriyi-ta-dosvid-vidomikh-batkiv,Як бути класним татом. Історії та досвід відомих батьків,Влад Головін,Брайт Букс,2019,Ukrainian
grenka.ua,https://grenka.ua/311449/cherchill-biografiya,Черчилль. Біографія,Мартін Гілберт,КМ-Букс,2019,Ukrainian
grenka.ua,https://grenka.ua/311427/65-ukrayinskikh-shedevriv-viznani-j-neyavni,65 українських шедеврів. Визнані й неявні,Діана Клочко,ArtHuss,2019,Ukrainian
grenka.ua,https://grenka.ua/311201/lego-garri-potter-nazad-u-go-vorts-minifigurka,LEGO. Гаррі Поттер. Назад у Гоґвортс (+ мініфігурка),Колектив авторів,Artbooks,2019,Ukrainian
