Site,Link,Name,Author,Publisher,Year,Language
yakaboo.ua,https://www.yakaboo.ua/ua/radikal-noe-proschenie-duhovnaja-tehnologija-dlja-iscelenija-vzaimootnoshenij-izbavlenija-ot-gneva-i-chuvstva-viny-nahozhdenija-vzaimoponimanija-v-ljuboj-situacii-1853698.html,"Радикальное Прощение: Духовная технология для исцеления взаимоотношений, избавления от гнева и чувства вины, нахождения взаимопонимания в любой ситуации
Radical Forgiveness. A Revolutionary Five-Stage Process to Heal Relationships, Let Go of Anger and Blame, Find Peace in Any Situation",Колін Тіппінг,София,2019,Russian
yakaboo.ua,https://www.yakaboo.ua/ua/montessori-150-zanjatij-s-malyshom-doma-1884594.html,Монтессори. 150 занятий с малышом дома,Сильви Д`Эсклеб,Форс,2019,Russian
yakaboo.ua,https://www.yakaboo.ua/ua/the-five-love-languages-for-singles-945940.html,"Пять языков любви. Актуально для всех, а не только для супружеских пар
The Five Love Languages for Singles",Гері Чепмен,"Брайт Букс, Кириченко",2016,Russian
yakaboo.ua,https://www.yakaboo.ua/ua/atlas-shrugged-1092017.html,"Атлант расправил плечи (комплект из 3 книг)
Atlas Shrugged",Айн Ренд,Альпіна Паблішер,2018,Russian
yakaboo.ua,https://www.yakaboo.ua/ua/rizdvozavr.html,"Різдвозавр
The Christmasaurus",Том Флетчер,Видавництво Старого Лева,2018,Ukrainian
yakaboo.ua,https://www.yakaboo.ua/ua/imperija-dolzhna-umeret-istorija-russkih-revoljucij-v-licah-1900-1917-gg-1630928.html,Империя должна умереть. История русских революций в лицах. 1900-1917 гг.,Михайло Зигар,Альпіна Паблішер,2018,Russian
yakaboo.ua,https://www.yakaboo.ua/ua/ni-sy-bud-uveren-v-svoih-silah-i-ne-pozvoljaj-somnenijam-meshat-tebe-dvigat-sja-vpered-1875068.html,НИ СЫ. Будь уверен в своих силах и не позволяй сомнениям мешать тебе двигаться вперед,Джен Сінсеро,Форс,2019,Russian
yakaboo.ua,https://www.yakaboo.ua/ua/shantaram-komplekt-iz-2-knig.html,"Шантарам (комплект из 2 книг)
Shantaram",Грегорі Девід Робертс,Азбука,2013,Russian
yakaboo.ua,https://www.yakaboo.ua/ua/rework-cja-kniga-pereverne-vash-pogljad-na-biznes.html,"Rework. Ця книжка змінить Ваш погляд на бізнес
Rework","Джейсон Фрайд, Девід Хейнмейер Ханссон","Книжковий клуб ""Клуб Сімейного Дозвілля""",2016,Ukrainian
yakaboo.ua,https://www.yakaboo.ua/ua/sapiens-juval-noj-harari-mjagkaja-oblozhka-sindbad.html,"Sapiens. Краткая история человечества
Sapiens. A Brief History of Humankind",Ювал Ной Харарі,Синдбад,2016,Russian
